"Study_No"	"Study_ID"	"Arm_ID"	"Year"	"Drug"	"No_randomised"	"OverallEfficM"	"OverallEfficSD"	"OverallEfficN"	"PosM"	"PosSD"	"PosN"	"NegM"	"NegSD"	"NegN"	"DeprM"	"DeprSD"	"DeprN"	"QolM"	"QolSD"	"QolN"	"SocialFunctM"	"SocialFunctSD"	"SocialFunctN"	"WeightContM"	"WeightContSD"	"WeightContN"	"DefCritWeightGainDich"	"WeightDichN"	"ProlactinM"	"ProlactinSD"	"ProlactinN"	"ProlactinHyperDichN"	"QTcM"	"QTcSD"	"QTcN"	"QTcProlongN"	"NResponseMain"	"NReponseMainDef"	"NResponse50"	"NResponse20"	"DropoutInefficacy"	"DropoutTotal"	"SedationN"	"AntiParkinMedN"	"AkathisiaN"	"LibidoDecrAllN"	"LibidoIncrAllN"	"ErectileDysfunctionN"	"EjaculationDysfunctionN"	"AmenorrheaN"	"GalactorrhoeaN"	"TachykardiaN"	"BradykardiaN"	"ArrhythmiaN"	"ConstipationN"	"BlurredVisionN"	"UrinaryRetentionN"	"DryMouthN"	"HypotensionN"	"SeizuresN"	"LeukopeniaN"	"AgranulozytosisN"	"MaligNeuroSyndrN"	"PulmonaryEmbolismN"	"StrokeN"	"DeepVeinThrombosisN"	"DeathAllN"	"Randomisation"	"Allocation"	"BlindPersonalPatients"	"BlindOutcomeAssesment"	"MissingOutcomes"	"SelectiveReporting"	"OtherBias"	"MeanDose"	"DoseOlaEquivalent"	"Sponsor"	"Duration"	"DoseFixFlex"	"MeanAge"	"DurationIllYears"	"Diag_crit"	"NumberSites"	"ComplITT"	"Placebo"	"BaselineSeverity"	"No_male"	"Blinding_type"	"CalculatedSD"	"PlaceboChange"	"FailedStudy"	"CholinergicN"	"SexualSideEffN"	"RoBCategory"	"HighRoB"
"293"	776	"Lindenmayer 2008"	2710	2008	"Quetiapine"	267	-10.7	20.4	252	-3.12	6.15	252	-2.4	6.43	252	-0.51	3.10307743158611	252	NA	NA	NA	NA	NA	NA	1.45	5	258	"?7% increase"	22	-9.8	32.63	267	NA	1.4	20.4	213	1	5	"50% PANSS reduction"	5	NA	63	150	68	17	9	NA	NA	NA	NA	NA	NA	27	NA	38	27	9	NA	40	64	NA	NA	0	NA	NA	NA	NA	0	1	1	1	1	1	1	1	667	18.009	1	6	1	39.22	15.45	"DSM-IV"	49	1	1	90	202	2	1	NA	0	40	NA	1	0
"294"	776	"Lindenmayer 2008"	2709	2008	"Placebo"	84	-5.6	18.6	78	-2.1	6.47	78	-1.4	6.13	78	-0.22	3.10307743158611	78	NA	NA	NA	NA	NA	NA	0.1	2.8	80	"?7% increase"	1	-6.62	28.91	84	7	-2.7	16.6	66	0	2	"50% PANSS reduction"	2	NA	27	55	10	12	1	NA	NA	NA	NA	NA	NA	2	NA	8	1	0	NA	1	15	NA	NA	0	NA	NA	NA	NA	0	1	1	1	1	1	1	1	0	NA	0	6	1	38.2	14.7	"DSM-IV"	49	1	1	91.1	65	2	1	-5.6	0	1	NA	1	0
"295"	779	"Liu 2000"	2715	2000	"Haloperidol"	28	-31.6	20.6	19	-9.7	7.3	19	-5.4	8	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	-1	-1	1	NA	NA	0	12	NA	35.1	8.4	"DSM-III-R"	1	2	0	86.1	6	2	1	NA	0	NA	NA	3	1
"296"	779	"Liu 2000"	2716	2000	"Risperidone"	28	-24.7	15.7	19	-8.8	7.4	19	-5.4	8	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	-1	-1	1	NA	NA	0	12	NA	32.7	7.3	"DSM-III-R"	1	2	0	76	9	2	1	NA	0	NA	NA	3	1
"297"	789	"Marder 2007c"	2737	2007	"Olanzapine"	110	-18.4	19.9	105	-6.3	6.3	105	-4.4	5.9	105	-2.9	4	105	NA	NA	NA	-7.6	13.17	91	2.7	4.4	90	"?7% increase"	22	19.31	16.2	105	NA	1.9	16.7	105	2	32	"50%PANSS"	32	NA	24	60	30	13	15	NA	NA	NA	NA	NA	NA	4	NA	NA	5	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	10	10	0	6	1	40.5	15.95	"DSM-IV"	74	1	1	94.9	88	2	1	NA	0	5	NA	1	0
"298"	789	"Marder 2007c"	2738	2007	"Paliperidone"	224	-16.6	19.38	222	-5.6	6.4	222	-4.2	5.8	222	-2.4	3.8	222	-6.2	15.4609265569693	214	-7.7	13.55	222	1.5	3.74	188	"?7% increase"	28	60.18	59.44	222	NA	0.35	13.34	222	2	54	"50%PANSS"	54	NA	42	119	30	28	52	NA	NA	NA	NA	NA	NA	12	NA	NA	10	NA	NA	12	2	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	9	19.98	1	6	1	41.3	16.4	"DSM-IV"	74	1	1	93.2	152	2	1	NA	0	12	NA	1	0
"299"	789	"Marder 2007c"	2739	2007	"Placebo"	110	-8	21.5	105	-2.9	7.1	105	-2.2	6.6	105	-1.5	4.4	105	-3.3	16.31	100	-2.9	13.04	88	0.4	3.6	94	"?7% increase"	6	15.2	18.94	105	NA	0.5	15.37	105	1	15	"50%PANSS"	15	NA	39	73	14	15	32	NA	NA	NA	NA	NA	NA	3	NA	NA	10	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	0	NA	0	6	1	42.3	16	"DSM-IV"	74	1	1	93.6	82	2	1	-8	0	10	NA	1	0
"300"	807	"Meyer-Lindenberg 1997"	2784	1997	"Zotepine"	25	37.4	17.9	25	NA	NA	NA	24.67	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	0	1	300	20.0937709310114	1	6	2	33.7	7.55	"DSM-III-R"	1	1	0	106	10	2	1	NA	0	NA	NA	1	0
"301"	807	"Meyer-Lindenberg 1997"	2783	1997	"Clozapine"	25	36.1	15.3	25	NA	NA	NA	27.77	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	0	1	300	15	0	6	2	33.2	7.55	"DSM-III-R"	1	1	0	114	8	2	1	NA	0	NA	NA	1	0
"302"	816	"Murasaki 1993"	2803	1993	"Risperidone"	97	21.2	13.9	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"weight gain reported as an AE"	NA	NA	NA	NA	1	NA	NA	NA	NA	35	"at least moderately improved"	NA	48	2	14	9	43	19	NA	NA	NA	NA	1	1	1	NA	NA	8	2	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	6.1	20.3333333333333	NA	8	2	44	NA	"ICD-9, DSM-III-R"	NA	NA	0	83	55	2	1	NA	0	9	1	2	0
"303"	816	"Murasaki 1993"	2802	1993	"Haloperidol"	95	20.3	12.2	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"weight gain as an AE"	NA	NA	NA	NA	0	NA	NA	NA	NA	43	"Moderately improved"	NA	47	5	14	12	55	30	NA	NA	NA	NA	0	0	1	NA	NA	5	1	2	4	3	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	5.8	11.6	NA	8	2	40	NA	"ICD-9, DSM-III-R"	NA	NA	0	81	60	2	1	NA	0	5	0	2	0
"304"	817	"Murasaki 2001"	2804	2001	"Haloperidol"	97	78.3	25.7	90	15.5	7.2	90	22.6	7.8	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"reported"	NA	17.8	18.8	82	NA	NA	NA	NA	1	24	"Moderately improved"	NA	NA	6	43	11	55	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	6.7	13.4	0	8	2	44.1	16.9	"ICD-10"	NA	NA	0	80.8	61	2	1	NA	0	NA	NA	2	0
"305"	817	"Murasaki 2001"	2805	2001	"Quetiapine"	100	78.5	26.5	97	15.9	8.2	97	23	8.2	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"reported"	NA	8.1	8.5	85	NA	NA	NA	NA	0	37	"Moderately improved"	NA	NA	21	34	19	30	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	226	6.102	1	8	2	45.8	17.5	"ICD-10"	NA	NA	0	80.5	68	2	1	NA	0	NA	NA	2	0
"306"	829	"Patil 2007"	2830	2007	"Olanzapine"	34	-19.12	22.67	34	-6.91	7.5	34	-3.87	5.9	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	2	34	"adverse event"	NA	-9.18	11.7	33	5	4.16	24.757979667836	28	1	14	"25% PANSS"	NA	NA	2	7	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	-1	1	15	15	1	4	1	42.3	NA	"DSM-IV-TR"	10	1	1	94.5	25	2	2	NA	0	NA	NA	2	0
"307"	829	"Patil 2007"	2831	2007	"Placebo"	63	7.63	28.4	62	1.73	9.5	62	1.36	7.4	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	63	"adverse event"	NA	-16.22	19.685	62	5	1.61	24.757979667836	27	1	2	"25%PANSS"	NA	NA	26	37	0	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	1	-1	1	0	NA	0	4	1	41	NA	"DSM-IV-TR"	10	1	1	93.8	49	2	2	7.63	0	NA	NA	2	0
"308"	832	"Petit 1996"	2837	1996	"Haloperidol"	63	-13.45	15.82	62	NA	NA	NA	-15.15	23.96	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.81	5.21	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"50% BPRS"	11	NA	10	30	1	31	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	15.7	31.4	0	8	2	36	10.558	"DSM-III-R"	13	1	0	NA	43	2	2	NA	0	2	NA	1	0
"309"	832	"Petit 1996"	2838	1996	"Zotepine"	63	-17.03	15.82	62	NA	NA	NA	-23.82	23.96	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	5.21	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	"50% BPRS"	17	NA	5	25	2	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	241.5	16.1754855994642	1	8	2	38.6	12.725	"DSM-III-R"	13	1	0	NA	30	2	2	NA	0	5	NA	1	0
"310"	845	"Potkin 2007c"	2867	2007	"Risperidone"	60	-16.2	24.5	56	-5.13	7.11	56	-1.05	5.61	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	3.61969389008628	47	"?7% increase"	8	58.74	58.67	56	44	4.4	16.8	57	10	10	"at least 30% PANSS reduction"	NA	22	16	34	9	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	6	20	0	6	1	43	NA	"DSM-IV"	21	1	1	92.18	36	2	1	NA	0	4	NA	1	0
"311"	845	"Potkin 2007c"	2866	2007	"Placebo"	62	-8.5	26.4	60	-2.5	5.81	60	-0.55	5.73	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	3.61969389008628	54	"?7% increase"	1	-3.9	15.31	60	1	-1.6	18	58	6	10	"at least 30% PANSS reduction"	NA	22	18	41	8	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	0	NA	0	6	1	42	NA	"DSM-IV"	21	1	1	92.43	49	2	1	-8.5	0	6	NA	1	0
"312"	845	"Potkin 2007c"	2865	2007	"Asenapine"	60	-19.8	24.8	58	-5.48	6.4	58	-3.21	5.41	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	3.61969389008628	46	"?7% increase"	2	-1.91	27.69	58	5	4.6	18.5	57	5	12	"at least 30% PANSS reduction"	NA	23	9	34	11	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	10	10	1	6	1	38	NA	"DSM-IV"	21	1	1	96.47	46	2	1	NA	0	6	NA	1	0
"313"	851	"Puech 1998"	2878	1998	"Amisulpride"	129	-25.45	16.74	125	-11.4	8.14	125	-9	8.33	125	-4.6288	4.90117	132	NA	NA	NA	NA	NA	NA	-0.83	2.63	121	"Weight increase >= 5%"	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	"much improved"	NA	NA	8	24	36	26	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	600	17.4013921113689	1	4	1	36.15	9.65	"DSM-III-R"	56	1	0	112	74	2	1	NA	0	12	NA	1	0
"314"	851	"Puech 1998"	2879	1998	"Haloperidol"	64	-18.9	16	61	-8.5	9	61	-7.4	8	61	-3.1719	3.71849	64	NA	NA	NA	NA	NA	NA	-0.02	2.4	43	"Weight increase >= 5%"	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	"much improved"	NA	NA	4	21	21	26	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	16	32	0	4	1	36.6	10.7	"DSM-III-R"	56	1	0	105	36	2	1	NA	0	12	NA	1	0
"315"	867	"Rüther 1988"	2749	1988	"Amisulpride"	15	37.14	7.26	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	3.61969389008628	15	NA	NA	125.3	43.7222497000445	9	NA	NA	NA	NA	NA	8	"at least much improved"	NA	NA	0	3	NA	5	5	NA	NA	NA	NA	0	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	1	482	13.9791183294664	1	4	2	36.5	NA	"ICD-9"	NA	2	0	126	7	2	1	NA	0	NA	0	1	0
"316"	867	"Rüther 1988"	2750	1988	"Perazine"	15	41.7	7.82	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	3.61969389008628	15	NA	NA	77.3	43.7222497000445	13	NA	NA	NA	NA	NA	6	"at least much improved"	NA	NA	1	2	NA	3	1	NA	NA	NA	NA	0	0	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	1	476	15.708	0	4	2	34.4	NA	"ICD-9"	NA	2	0	122	7	2	1	NA	0	NA	0	1	0
"317"	891	"Study 196"	2996	2010	"Placebo"	90	-5.5	20.87	90	-1.7	6.6	90	-1.3	4.7	90	-0.1	8.5	90	NA	NA	NA	NA	NA	NA	0.5	3	90	"? 7% increase from baseline"	7	-0.7	8.97	77	0	5.4	20	90	6	24	"20%PANSS"	NA	24	29	43	4	8	3	0	0	0	0	0	0	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	0	NA	0	6	1	41.9	NA	"DSM-IV"	22	1	1	96	70	2	1	-5.5	0	5	0	1	0
"318"	891	"Study 196"	2995	2010	"Lurasidone"	90	-14.1	19.92	90	-4.3	6.6	90	-2.9	4.7	90	-2.9	7.6	90	NA	NA	NA	NA	NA	NA	0.9	3	89	"? 7% increase from baseline"	6	4.6	16.19	76	3	3.3	20.4	90	8	40	"20%PANSS"	NA	40	9	38	9	11	8	0	0	0	0	0	0	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	80	10	1	6	1	39.7	NA	"DSM-IV"	22	1	1	94.4	68	2	1	NA	0	10	0	1	0
"319"	892	"Study 229"	2997	2010	"Lurasidone"	372	-21	19.5	362	-7.5	6.7	362	-4.6	4.4	362	-3.5	5.5	362	NA	NA	NA	NA	NA	NA	0.93	2.95	364	"?7% increase"	30	4.93	30.24	361	0	2	22.6	359	12	229	"de?ned a priori as 20% improvement from baseline to Week 6 (LOCF) in PANSS total score"	NA	229	45	117	33	81	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	79.9	9.9875	1	6	1	39	14.37	"DSM-IV"	48	1	1	96.2	250	2	1	NA	0	NA	NA	1	0
"320"	892	"Study 229"	2998	2010	"Placebo"	128	-17	20	124	-5.3	6.7	124	-4.2	4.5	124	-3.4	5.6	124	NA	NA	NA	NA	NA	NA	0.3	2.7	124	"?7% increase"	4	-3.78	23.32	122	0	2.2	22.8	120	2	67	"de?ned a priori as 20% improvement from baseline to Week 6 (LOCF) in PANSS total score"	NA	67	32	55	6	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	0	NA	0	6	1	38.2	14	"DSM-IV"	48	1	1	96.8	90	2	1	-17	0	NA	NA	1	0
"321"	893	"Study 231"	3001	2010	"Placebo"	116	-16	22.42	114	-5.4	7.5	114	-3.6	5.3	114	-2.8	6.4	114	NA	NA	NA	NA	NA	NA	0.6	2.7	115	"?7% over baseline at last-observation-carried-forward endpoint"	8	-2.52	16.88	114	8	9	20.6	109	6	56	"improvement	 of	 at	 least	 20% 	on	 the	 PANSS"	NA	56	18	45	4	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	0	NA	0	6	1	37	12.6	"DSM-IV"	25	1	1	95.8	88	2	1	-16	0	6	NA	1	0
"322"	893	"Study 231"	3000	2010	"Olanzapine"	123	-28.7	20.9	121	-9.3	7.7	121	-6.2	5.5	121	-5	5.5	121	NA	NA	NA	NA	NA	NA	4.1	4.3	122	"?7% over baseline at last-observation-carried-forward endpoint"	42	5.02	12.16	121	16	10	21.6	121	4	90	"improvement	 of	 at	 least	 20% 	on	 the	 PANSS"	NA	90	8	39	18	22	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	15	15	0	6	1	38.3	13.2	"DSM-IV"	25	1	1	96.3	95	2	1	NA	0	12	NA	1	0
"323"	893	"Study 231"	2999	2010	"Lurasidone"	239	-24.65	22.3	236	-7.6	7.6	236	-5.6	6	236	-3.4	6	236	NA	NA	NA	NA	NA	NA	1	2.57	237	"?7% over baseline at last-observation-carried-forward endpoint"	14	6.43	22.5	234	33	4.4	20.6	227	5	NA	"improvement	 of	 at	 least	 20% 	on	 the	 PANSS"	NA	NA	25	96	27	72	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	79.8	9.975	1	6	1	37.8	14	"DSM-IV"	25	1	1	97.2	186	2	1	NA	0	15	NA	1	0
"324"	894	"Study 233"	3002	2010	"Lurasidone"	246	-24.32	20.1	246	-8.4	6.7	246	-5.3	4.5	246	-4.2	5.6	246	-0.69	0.22	246	NA	NA	NA	0.6	2.86	229	"?7% increase"	10	4.55	26.84	225	0	2.9	20.67	225	8	177	"?20% improvement in PANSS total score from Baseline to LOCF-endpoint"	NA	177	28	64	13	41	19	NA	NA	NA	NA	NA	NA	7	NA	NA	4	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	119.35	14.91875	1	6	1	37.04	11.45	"DSM-IV-TR"	24	1	1	97.6	178	2	1	NA	0	4	NA	1	0
"325"	894	"Study 233"	3004	2010	"Quetiapine"	120	-27.8	19.4	116	-9.7	6.5	116	-5.4	4.4	116	-4.3	5.4	116	-0.71	0.22	116	NA	NA	NA	2.1	3.3	111	"?7% increase"	17	-3.43	16.37	107	0	10.4	17.6	107	4	92	"?20% improvement in PANSS total score from Baseline to LOCF-endpoint"	NA	92	6	23	16	11	2	NA	NA	NA	NA	NA	NA	11	NA	NA	8	NA	NA	9	4	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	600	16.2	0	6	1	37.4	12.4	"DSM-IV-TR"	24	1	1	97.7	77	2	1	NA	0	9	NA	1	0
"326"	894	"Study 233"	3003	2010	"Placebo"	122	-10.3	19.7	120	-3.9	6.6	120	-2.2	5.5	120	-1	5.5	120	-0.63	0.22	120	NA	NA	NA	0.1	2.5	115	"?7% increase"	3	-3.15	19.4	111	0	7.6	19	113	4	49	"?20% improvement in PANSS total score from Baseline to LOCF-endpoint"	NA	49	28	48	1	1	1	NA	NA	NA	NA	NA	NA	0	NA	NA	3	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	0	NA	0	6	1	37.4	11.3	"DSM-IV-TR"	24	1	1	96.6	77	2	1	-10.3	0	3	NA	1	0
"327"	895	"Study 3000"	3007	2008	"Placebo"	127	-4.1	24.1	117	-1.9	6.47	117	-0.9	5.57	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	2.98	124	"?7% increase"	9	-4.5	16.7	96	NA	-0.3	19.3	116	2	6	"30% response week 6 PANSS-T"	NA	NA	44	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	0	NA	0	6	1	39.3	15.6	"DSM-IV"	45	1	1	95	90	2	1	-4.1	0	NA	NA	1	0
"328"	895	"Study 3000"	3005	2008	"Haloperidol"	124	-12.5	21.3	114	-4.8	6.55	114	-2.5	5.27	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	4.82	118	"?7% increase"	9	23.1	35.2	88	NA	1.4	20.5	110	1	12	"30% response week 6 PANSS-T"	NA	NA	31	81	NA	55	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	15	30	0	6	1	39.1	15.6	"DSM-IV"	45	1	1	96.1	86	2	1	NA	0	NA	NA	1	0
"329"	895	"Study 3000"	3006	2008	"Iloperidone"	124	-8.6	19.6	115	-3.5	6.47	115	-1.8	5.57	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	3.86	121	"?7% increase"	20	1.8	18.5	89	NA	0.1	20.2	113	3	8	"30% response week 6 PANSS-T"	NA	NA	36	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	12	10	1	6	1	40.1	15.6	"DSM-IV"	45	1	1	94.6	91	2	1	NA	0	NA	NA	1	0
"330"	897	"Study 3002"	3011	2009	"Iloperidone"	420	-21.6	20.489239021633	420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	12.9	10.75	1	6	2	33.7	9.7	"DSM-IV"	NA	1	0	90.5	NA	2	13	NA	0	NA	NA	2	0
"331"	897	"Study 3002"	3010	2009	"Haloperidol"	137	-23.4	20.489239021633	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	14	28	0	6	2	33.7	9.7	"DSM-IV"	NA	1	0	90.5	NA	2	13	NA	0	NA	NA	2	0
"332"	898	"Study 3003"	3012	2009	"Haloperidol"	122	-14.9	20.489239021633	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	14.5	29	0	6	2	36.1	13.4	"DSM-IV"	NA	1	0	92.8	NA	2	13	NA	0	NA	NA	2	0
"333"	898	"Study 3003"	3013	2009	"Iloperidone"	365	-14.1	20.489239021633	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	13.3	11.0833333333333	1	6	2	36.1	13.4	"DSM-IV"	NA	1	0	92.8	NA	2	13	NA	0	NA	NA	2	0
"334"	899	"Study 3004"	3014	2008	"Iloperidone"	154	-11.1	21.1	149	-4.1	6.96	149	-2.4	5.23	149	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	149	"?7% increase"	22	-4.3	22.6	96	NA	5	19	145	4	25	"30% responder analysis"	NA	NA	33	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	14.58	12.15	1	6	2	39.3	NA	"DSM-IV"	65	1	1	93.4	109	2	2	NA	0	NA	NA	1	0
